smiles,source,predicted_pIC50,predicted_IC50_nM,MolWt,LogP,QED,AromaticRings,RingCount,is_novel
CN(CC1CCOCC1)C(=O)Nc1ccc(S(=O)(=O)NSc2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cnc3[nH]ccc3c2)cc1[N+](=O)[O-],mutation,9.337624716376952,0.4595949876534583,921.1589999999998,9.602800000000002,0.0549608538836904,5,10,True
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NC[C@@H]5CC[C@](O)(C(F)(F)F)CC5F)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.337338661616164,0.4598978066999655,946.0809999999996,10.268999999999997,0.0507063835336697,5,9,True
C[C@]12CC[C@@H](CC1)CNc1ccc(cc1[N+](=O)[O-])S(=O)(=O)NC(=O)c1ccc(cc1Oc1cnc3[nH]ccc3c1)-c1ccc(cc1)N1CCC[C@@H]1c1ccccc1C1(CCN(C(=O)CNF)CC1)O2,mutation,9.31754749699689,0.4813406088835817,957.0979999999996,9.073400000000005,0.0726925690173738,6,15,True
CN(C)CCOC12CC(c3ccccc3C3CC3)N(N1)C1CC3(CCN(CC3)c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(c3)Oc3cnc4[nH]cc2c4c3)C1,mutation,9.313691466910871,0.4856333831019555,946.1439999999996,7.543200000000008,0.0667376048419826,5,13,True
CC1(C)CC(CNc2ccc(S(=O)(=O)NC(=O)c3cc(Cl)c(N4CCC5(CC4)CC(N4C(O)CC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CCO1,mutation,9.313202705958489,0.4861802292125491,938.5479999999998,9.434500000000003,0.0646926345960147,5,10,True
Nc1ncc(Oc2cc(N3CCC4(CC3)CC(N3CCC(Cl)[C@H]3c3ccccc3C3CC3)C4)ccc2C(=O)NS(=O)(=O)c2ccc(NC3C4CCOCC43)c([N+](=O)[O-])c2)cc1Cl,mutation,9.303536843332228,0.4971221986205412,902.902,8.264000000000008,0.0704518648492459,4,10,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@@H]5COCCO5)c([N+])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.296895107417033,0.5047832001487839,818.0129999999996,7.149900000000007,0.1180451600166074,5,9,True
CO[C@]1CC[C@@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C(C)C)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,mutation,9.29123180272117,0.5114088005402119,889.1120000000001,9.872089999999998,0.0715958015290062,5,9,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NC[C@@H]5COCCO5)c([N+][O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.278600131623383,0.5265018098078603,818.0129999999996,7.517300000000008,0.1015957266121059,5,9,True
CN1CC2c3c(cnc4[nH]ccc34)Oc3cc(ccc3C(=O)NS(=O)(=O)c3ccc(NC[C@H]4CC[C@](C)(O)CC4)c([N+]=O)c3)N3CCC4(CC3)CC(C4)N2[C@H](c2ccccc2C2CC2)C1,mutation,9.271329123025874,0.5353907665291174,899.1309999999994,8.23050000000001,0.1122581768139915,5,13,True
CN(C)CCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)S4=CC=C(NC[C@H]5CC[C@](C)CC5)C([N+](=O)[O-])=C4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,9.267754084075367,0.5398162027817326,986.2539999999996,9.45689,0.0370624042944052,5,9,True
CNCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2C2=CC=S(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+][O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)C=C2)CC1,mutation,9.2664157151837,0.5414823247644763,959.2079999999996,8.16440000000001,0.0499955495045525,5,9,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(CNS(=O)(=O)c4ccc(NC[C@@H]5COC#CO5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.265393419386726,0.5427584338388584,831.9959999999998,7.636100000000008,0.0572687045775002,5,9,True
CC1CC(CNc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CSO1,mutation,9.255357255158724,0.5554471526806427,892.1170000000001,9.330700000000002,0.0582168924692773,5,10,True
[C-][N+](=O)c1cc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C(C)C)C4)cc2Oc2cnc3[nH]ccc3c2)ccc1NC[C@H]1CC[C@](C)(OC)CC1,mutation,9.255198952233318,0.5556496533802727,900.1589999999998,10.146589999999996,0.0726458634055229,5,9,True
CC1CC(CNc2ccc(S(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC(C)(C)O1,mutation,9.247746435429574,0.5652669118329317,886.132,10.185099999999997,0.0768730121876474,5,10,True
Nc1ncc(Oc2cc(N3CCC4(CC3)CC(N3CCC[C@H]3c3cccnc3C3CC3)C4)ccc2C(=O)NS(=O)c2ccc(NCC3CCOCC3)c([N+](=O)[O-])c2)cc1Cl,mutation,9.2236149735953,0.5975648265338567,855.4619999999998,8.167300000000008,0.0869692371124078,4,9,True
O=C(NS(=O)c1ccc(NC[C@@H]2COCCO2)c([N+][O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.221976519107567,0.5998235058880869,830.0239999999999,7.832300000000009,0.0999576100858095,5,10,True
CC(C)c1ccccc1[C@H]1CCCN1C1=CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5nc4N)c3)CC2)C1,mutation,9.221193369204675,0.6009061250304193,957.0889999999996,9.694500000000003,0.0552042172346008,5,9,True
CN1C[C@H](c2ccccc#2C2CC2)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CC[C@](C)(O)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)CN1,mutation,9.219242050445676,0.6036121173764036,918.1339999999994,7.702980000000009,0.0638922363338054,5,10,True
CC(C)c1ccccc1[C@@H]1CCON1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.216784624247978,0.6070372974953666,930.0629999999996,9.8625,0.0653525012357552,5,9,True
CN(C)CCOC1CC2c3ccccc3C3(CC3)C1N2C1CC2(CC3C(C2)N3c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)C1,mutation,9.213743664869025,0.6113027297651017,943.1399999999996,7.528000000000008,0.0532522000096268,5,12,True
COc1cc(S(=O)(=O)NC(=O)c2ccc(-c3ccc(N4CCC[C@@H]4c4ccccc4C4=CCN(C)CC4)c(C)c3)cc2Oc2cnc3[nH]ccc3c2)cc([N+](=O)[O-])c1NC[C@H]1CC[C@](C)(O)CC1,mutation,9.207854782654564,0.6196482355016352,940.1359999999996,9.77962,0.0598008507583358,6,9,True
CC1(C)CC(CNc2ccc(S(=O)(=O)NC(=O)c3cc(F)c(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+]([O-])=S)CCO1,mutation,9.205047496493512,0.6236666246280699,922.162,9.5659,0.0764231769420286,5,10,True
CN1CCN2C3CC4(CCN(CC4)c4ccc5c(Oc6cnc7[nH]ccc7c6)c4-c4cccc(c4[C@@H]2C1)C1CC1C1C[C@@](C)(O)CC[C@@H]1CNc1ccc(cc1[N+](=O)[O-])S(=O)(=O)NC5=O)C3,mutation,9.19765131674326,0.6343788324030958,913.1139999999998,7.796500000000009,0.1018829931572031,5,15,True
CO[C@]1(C)CC[C@@H](CNc2ccc(S(=O)(=O)NCc3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C(C)C)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+]=O)CC1,mutation,9.194910462059047,0.6383950897274845,874.1650000000001,10.284099999999995,0.0936726405074361,5,9,True
CC1(C)CC(CNc2ccc(S(=O)(=O)NCc3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CCO1,mutation,9.192445734072034,0.6420284391803653,874.121,9.8225,0.0725697732571671,5,10,True
O=C(NS(=O)c1ccc(NC[C@@H]2COCCO2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.191323351163836,0.6436898319325164,846.0229999999998,8.006800000000009,0.0777220193438865,5,10,True
CC(C)c1ccccc1[C@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.183656750145405,0.6551537781423633,912.0919999999996,9.7791,0.0955099604475411,5,9,True
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5C6C[C@@](C)(O)CC[C@@H]65)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2O)CC1,mutation,9.18242558642857,0.6570136819088673,910.0659999999996,8.776500000000004,0.0577870647806587,6,10,True
CN(C)CCOC1CC(c2ccccc2C2CC2)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)C5=CC=S(NCC6CCOCC6)C([N+](=O)[O-])=C5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,mutation,9.173260327357648,0.6710265016881116,951.2289999999996,7.786800000000008,0.0535289065461238,4,10,True
CN1CCN(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CC[C@](C)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)[C@H](c2ccccc2C2CC2)C1,mutation,9.1708043905156,0.6748319085989544,900.1389999999998,9.193690000000002,0.0762088875744328,5,10,True
CNCCC(=O)N1CCC(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@](C)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,9.170629481297585,0.6751037474048893,952.1709999999996,9.902589999999998,0.0533345588340775,6,9,True
CO[C@]1(C)CC[C@@H](CN2c3ccc(cc3[N+]([N-])=O)S(=O)(=O)N2C(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C(C)C)C4)cc2Oc2cnc3[nH]ccc3c2)CC1,mutation,9.168637483170151,0.6782073886379056,900.1389999999998,10.389499999999998,0.1000838694945201,5,11,True
CN(CC1CCOCC1)C(=O)Nc1ccc(S(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cc3cc[nH]c3nc#2)cc1[N+](=O)[O-],mutation,9.158986473873911,0.6934474031386559,900.0949999999999,8.407580000000008,0.0814803774122616,5,10,True
O=[N+]c1cc2ccc1NC[C@H]1OCCOC1c1cccc(c1C1CC1)[C@@H]1CCCN1C1CC3(CCN(CC3)c3ccc(c(Oc4cnc5[nH]ccc5c4)c3)C(=O)NS2(=O)=O)C1,mutation,9.156064886556782,0.6981280911879089,844.0070000000002,7.553100000000008,0.1633606914986358,5,17,True
[C-][N+]c1cc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cnc3[nH]ccc3c2)ccc1NCC1CCC(O)(C(F)(F)F)CC1,mutation,9.147027751679984,0.7128074798422359,922.087,9.614389999999998,0.0846109023978327,5,10,True
CN1C=CN(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CC[C@](C)(F)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)[C@H](c2ccccc2C2CC2)C1,mutation,9.144212733695756,0.7174427748556794,917.1209999999998,9.798699999999998,0.0760451790656982,5,10,True
O=C(NS(=O)(=O)c1ccc(NCC2CCC(C(F)F)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.139923500944056,0.7245635775108792,908.0849999999996,10.328999999999995,0.0722043637110986,5,10,True
CO[C@]1CC[C@@H](CNc2ccc(S(=O)(=O)NCc3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C(C)C)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,mutation,9.124315972554111,0.7510762468876832,875.129,10.231889999999996,0.0683819906869821,5,9,True
Nc1ncc(Oc2cc(N3CCC4(CC3)CC(N3CCC[C@H]3c3cccc5c3C3CC53)C4)ccc2C(O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+](=O)[O-])c2)cc1Cl,mutation,9.123989938891118,0.7516403067362702,870.4729999999997,7.996200000000011,0.057767631222654,4,10,True
O=C(NS(=O)(=O)c1ccc(NC[C@@H]2CSCSO2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.12213296466754,0.7548610821562913,896.1299999999998,8.995200000000004,0.0581614499929069,5,10,True
CN(C)CCOC1CC(c2ccccc2C2CC2)N(C2CC3(CCN(c4ccc(CNS(=O)(=O)C5=CC=S(NCC6CCOCC6)C([N+](=O)[O-])=C5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,mutation,9.116137604045964,0.7653540698605794,953.2449999999995,7.812700000000008,0.0503882988900905,4,10,True
CN1CCN(C2CC3(CCN(c4ccc(C(=O)NS(=O)c5ccc(NC[C@H]6CC[C@](C)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)[C@@H](c2ccccc2C2CC2)C1,mutation,9.105316692615173,0.784663240325841,884.1399999999998,9.52759,0.077143788815329,5,10,True
CCc1ccncc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.089849137730605,0.8131129207588582,849.0269999999995,7.764100000000009,0.0774044119960063,5,9,True
CC(C)c1ccccc1[C@@H]1CN(C)CCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CC[C]CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.086921198848929,0.818613309061804,887.1199999999994,8.926590000000004,0.0763580427553803,5,9,True
CN(C)CCOC1CC(c2ccccc2C2CC2)N(C2CC3(CCN(c4ccc(C(=O)NS(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)C1,mutation,9.074320699043746,0.8427122381868083,931.1729999999995,8.574700000000005,0.060153136678553,5,10,True
CN(CC1C#COCC1)C(=O)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3cc(Cl)ccc3C3CC3)C4)cc2Oc2cnc3[nH]ccc3c2)cc1[N+](=O)[O-],mutation,9.069369167481964,0.8523752533122034,947.515,8.960100000000004,0.0579916588211099,5,10,True
CO[C@]1CC[C@@H](CNc2ccc(S(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C(C)C)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,mutation,9.065232024337332,0.8605338841501645,873.113,10.205989999999996,0.0725426301306499,5,9,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(CNS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.058941066539017,0.8730898380372931,834.0559999999996,8.728900000000005,0.0731114570165267,5,9,True
[C-][N+](=O)c1cc(S(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CC(OCCN(C)C)CC3c3ccccc3C3CC3)C4)cc2Oc2cnc3[nH]ccc3c2)ccc1NCC1CCOCC1,mutation,9.041664836186596,0.9085214049124528,927.1849999999998,8.622490000000006,0.0609387277517466,5,10,True
CCC1COCCC1CNc1ccc(S(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cnc(N)c(Cl)c2)cc1[N+](=O)[O-],mutation,9.03050653397547,0.932166445759756,882.528,9.408400000000004,0.0816353380614155,4,9,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)C4=CC=S(NCC5CCOCC5)C([N+]=O)=C4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.023120817317135,0.9481546574223164,852.0959999999994,7.406700000000008,0.1157278976767167,4,9,True
CN(CNc1ccc(S(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cnc3[nH]ccc3c2)cc1[N+](=O)[O-])CC1CCOCC1,mutation,9.019452309625372,0.9561976904187744,887.1199999999998,8.907300000000003,0.052394566050241,5,10,True
Cc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,9.018403161744374,0.9585104195266227,818.0129999999997,8.449020000000006,0.0825522434099441,5,9,True
CC1(C)CC(CNc2ccc(S(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])C#CO1,mutation,9.015739952217778,0.9644063200560434,868.073,9.367400000000002,0.0592556952306871,5,10,True
O=C(NS(=O)c1ccc(NCC2CCC(C(F)(F)F)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,9.009260937488069,0.9789016544477078,910.0759999999996,10.96009999999999,0.0776106061832571,5,10,True
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CS2)C3)cc1Oc1cncc(Cl)c1,mutation,8.987506794309578,1.029184426017479,873.4979999999999,8.766700000000004,0.0749525073145732,4,9,True
CC1(C)CC(CNc2ccc(S(=O)(=S)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4ccccc4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CCO1,mutation,8.968465677337655,1.0753115798235706,904.172,9.7942,0.0764259456898685,5,10,True
Nc1ncc(Oc2cc(N3CCC4(CC3)CC(N3CCC[C@H]3c3c#cccc3C3CC3)C4)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCS3)c([N+](=O)[O-])c2)cc1Cl,mutation,8.96465141776335,1.0847972666465435,886.497,8.091780000000009,0.0866397846803458,4,9,True
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+][O-])c1)c1ccc(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cncc(Cl)c1,mutation,8.956430663347763,1.1055269565882813,839.459,8.681700000000005,0.1252917729829414,4,9,True
CC(C)c1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3c#cc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.950330497720051,1.1211649240508137,925.0669999999996,10.430869999999992,0.0765198720579047,5,9,True
Nc1ncc(Oc2cc([SH]3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+][O-])c2)cc1Cl,mutation,8.947992568477636,1.1272167446194683,873.5419999999998,8.817600000000004,0.0751411477751166,4,9,True
O=[N+]([O-])c1cc(S(=O)(=O)NCc2ccc(N3CCC45CC3C3CC[C@@H](c6ccccc6C6CC6)N3C(C4)C5)cc2Oc2cnc3[nH]ccc3c2)ccc1NCC1CCC(O)(C(F)(F)F)CC1,mutation,8.944566176910868,1.1361451609850246,926.0749999999998,9.851699999999996,0.0659844796489399,5,12,True
CN(CC1CCOCC1)C(=O)Nc1c2cc(cc1[N+](=O)[O-])S(=O)(=O)NCc1cc-2c(N2CCC3(CC2)CC(N2CCC[C@H]2c2ccccc2C2CC2)C3)cc1Oc1cnc2[nH]ccc2c1,mutation,8.943081967757244,1.1400345997055348,901.1029999999996,9.076100000000004,0.0906058536429239,5,11,True
C[C]1CC[C@@H]2CNc3ccc(cc3[N+](=O)[O-])S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@@H]5c5ccccc5C5CCN(C(=O)CCN(C)C)CC5)cc4)cc3Oc3cnc4[nH]ccc4c3C2C1,mutation,8.914940736868692,1.2163519707691708,964.1819999999996,9.95189,0.097506261890323,6,11,True
CCc1cc(-c2ccc(C(=O)NS(=O)c3ccc(NC[C@H]4CC[C@](C)(O)CC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)ccc1N1CCC[C@@H]1c1ccccc1C1CCN(C(=O)CN(C)C)CC1,mutation,8.910348551334772,1.2292817912155392,981.2329999999996,9.9076,0.0534348540927235,6,9,True
Cc1ccccc1[S@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@@H]5COCCO5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.909839049698082,1.2307247950878692,856.0399999999996,6.947820000000006,0.0577332406116333,5,9,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+][O-])c4Cl)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.852191300094908,1.405428318027658,866.4849999999994,8.848000000000004,0.0973982538242302,5,9,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(N(CC5CCOCC5)OC)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.846825746097796,1.4228995889188305,862.0659999999996,8.658900000000004,0.0814302664702125,5,9,True
C[C@]1CC[C@@H](CNc2ccc(S(=O)(=O)NC(=O)c3ccc(-c4ccc(N5CCC[C@@H]5c5ccccc5C5=CCNCC5)cc4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1,mutation,8.84300292259741,1.4354797732180593,865.0489999999999,9.963789999999998,0.0647021891259289,6,9,True
CC(C)c1cccc2c1[C@@H]1CN(C)CCN1C1CC3(CCN(CC3)c3ccc(C(=O)NS(=O)c4ccc(NC[C@H]5CC[C@](C)(O)CC5)c([N+](=O)[O-])c4)c(c3)Oc3cnc4[nH]c-2cc4c3)C1,mutation,8.835299404966147,1.4611694889914284,901.1469999999996,8.910600000000008,0.08670052121462,5,12,True
[C-][N+](=O)c1cc(S(=O)NC(=O)c2ccc(N3CCC4(CC3)CC(N3CCC[C@H]3c3ccccc3C3CC3)C4)cc2Oc2cnc(N)c(Cl)c2)ccc1NCC1CCOCC1,mutation,8.808997522505829,1.5523958657941552,850.4859999999998,8.820090000000004,0.0882982927486126,4,9,True
CCc1ccccc1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)C(CC)C2)C1,mutation,8.79909594341382,1.5881958489880683,860.0939999999996,9.481599999999998,0.0726746196542422,5,9,True
CN1C(=O)Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCC5(CC4)CC(N4CCC[C@H]4c4cc6cc-6c4C4CC4)C5)cc3Oc3cnc4[nH]ccc4c3)c(c2[N+](=O)[O-])C1C1CCOCC1,mutation,8.796790120217558,1.59665056784754,913.0699999999996,8.771000000000004,0.0831538286852821,4,12,True
CN(CC1CCOCC1)C(=O)Nc1ccc(S(=O)(=O)NCc2ccc3cc2Oc2cc4cc[nH]c4nc2-c2cccc(c2C2CC2)[C@@H]2CCCN2C2CC4(CCN3CC4)C2)cc1[N+](=O)[O-],mutation,8.777793635712065,1.6680396288835524,901.1029999999992,9.076100000000004,0.0956281732042625,5,13,True
CN1CC=C(c2ccccc2[C@H]2CCCN2c2ccc(-c3ccc(C(=O)NS(=O)c4cc([N+](=O)[O-])c5cc4C4C[C@](C)(O)CC[C@H]4CN5)c(Oc4cnc5[nH]ccc5c4)c3)cc2)CC1,mutation,8.776175131255421,1.674267583743227,878.0679999999996,9.503600000000002,0.0769424369142778,6,10,True
CN(C)C1=CC=CC=S1[C@@H]1CCCN1C1CC2(CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC[C@H]5CC[C@@](O)(C(F)(F)F)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)C1,mutation,8.772300096011211,1.6892732461836215,965.1339999999996,8.492400000000005,0.0569930750852385,4,9,True
CCc1cccc(C2CCN(C)CC2)c1[C@H]1CCCN1c1ccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4(F)CCN(C5COC5)CC4)c([N+](=O)[O-])c3)c(Oc3cnc4[nH]ccc4c3)c2)cc1,mutation,8.76645865658231,1.712148159863538,971.1689999999996,9.377000000000002,0.065809652762008,6,10,True
COC1CN(C2CC3(CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NC[C@H]6CC[C@](C)(O)CC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3OC)C2)[C@H](c2ccccc2C(C)C)CN1C,mutation,8.76515227769009,1.7173061385113688,979.2139999999998,8.193700000000007,0.0577123445713775,5,9,True
