record_id,source_id,smiles,inchi,inchikey,status,errors,molecule_chembl_id,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description,confidence_score,n_measurements,pIC50,activity_class,activity_label
8b2a8352,,CN1CCc2cc(N(C(=O)c3cc(-c4cc5c(cc4C(=O)N4Cc6ccccc6C[C@H]4CN4CCOCC4)OCO5)n4c3COCC4)c3ccc(O)cc3)ccc21,,,raw,,CHEMBL3928123,28.0,nM,=,7.55,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.5528,1,active
3a8aecd0,,Cc1ccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2COCC3)c2ccc(O)cc2)cc1F,,,raw,,CHEMBL3952674,33.0,nM,=,7.48,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.4815,1,active
5831f84c,,Cn1ccc2ccc(N(C(=O)c3cc(-c4cc(Cl)ccc4C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)n4c3CCCCC4)c3ccc(O)cc3)cc21,,,raw,,CHEMBL3925867,18.0,nM,=,7.75,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7447,1,active
f1c67455,,Cn1ccc2ccc(N(C(=O)c3cc(-c4cc5c(cc4C(=O)N4Cc6ccccc6C[C@H]4CN4CCOCC4)OCO5)n4c3CCCCC4)c3ccc(O)cc3)cc21,,,raw,,CHEMBL3928763,18.0,nM,=,7.75,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7447,1,active
5f8d210d,,O=C(c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1CCCC2)N(c1ccc(O)cc1)c1ccsc1,,,raw,,CHEMBL3964632,41.0,nM,=,7.39,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.3872,1,active
591d4892,,Cn1ccc2cc(N(C(=O)c3cc(-c4cc(Cl)ccc4C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)n4c3COCC4)c3ccc(O)cc3)ccc21,,,raw,,CHEMBL3972831,22.0,nM,=,7.66,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.6576,1,active
f9333f4c,,CCCCN(C(=O)c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n2c1CCCC2)c1ccc(O)cc1,,,raw,,CHEMBL3901752,27.0,nM,=,7.57,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.5686,1,active
ada0c3ac,,Cc1ccc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2CCCC3)c2ccc(O)cc2)cc1F,,,raw,,CHEMBL3977790,8.0,nM,=,8.1,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0969,1,active
3811a21d,,Cc1ccc(N(C(=O)c2cc(-c3cc4c(cc3C(=O)N3Cc5ccccc5C[C@H]3CN3CCOCC3)OCO4)n3c2COCC3)c2ccc(O)cc2)cc1F,,,raw,,CHEMBL3938853,5.0,nM,=,8.3,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.301,1,active
1fdb84cd,,Cn1ncc2cc(N(C(=O)c3cc(-c4cc5c(cc4C(=O)N4Cc6ccccc6C[C@H]4CN4CCOCC4)OCO5)n4c3CCCC4)c3ccc(O)cc3)ccc21,,,raw,,CHEMBL3909288,3.0,nM,=,8.52,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.5229,1,active
90231429,,Cc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3ccc4c(ccn4C)c3)c3n2CCCC3)c1,,,raw,,CHEMBL3931918,6.0,nM,=,8.22,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.2218,1,active
f99b5353,,Cn1ccc2cc(N(C(=O)c3cc(-c4cc5c(cc4C(=O)N4Cc6ccccc6C[C@H]4CN4CCOCC4)OCO5)n4c3CCC4)c3ccc(O)cc3)ccc21,,,raw,,CHEMBL3948972,11.0,nM,=,7.96,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.9586,1,active
ae9e391f,,Cc1ccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2CCCC3)c2ccc(O)cc2)cc1Cl,,,raw,,CHEMBL3917644,20.0,nM,=,7.7,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.699,1,active
4075008d,,Cc1ccc(N(C(=O)c2cc(-c3cc(F)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2COCC3)c2ccc(O)cc2)cc1F,,,raw,,CHEMBL3940211,12.0,nM,=,7.92,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.9208,1,active
e8fbff10,,O=C(c1cc(-c2cc(F)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1COCC2)N(c1ccc(O)cc1)c1ccc(F)cc1,,,raw,,CHEMBL3912209,23.5,nM,=,7.6,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,2,7.6289,1,active
abab9055,,Cn1ncc2cc(N(C(=O)c3cc(-c4cc(Cl)ccc4C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)n4c3COCC4)c3ccc(O)cc3)ccc21,,,raw,,CHEMBL3911010,5.0,nM,=,8.3,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.301,1,active
c0e6bda6,,Cn1ccc2cc(N(C(=O)c3cc(-c4cc(Cl)ccc4C(=O)N4Cc5ccccc5C[C@H]4CN4CCOCC4)n4c3CCCC4)c3ccc(O)cc3)cnc21,,,raw,,CHEMBL3889970,6.0,nM,=,8.22,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.2218,1,active
6b7da50d,,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3ccc4c(cnn4C)c3)c3n2CCCC3)c1,,,raw,,CHEMBL3917121,7.0,nM,=,8.15,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.1549,1,active
5705ebd7,,COCCN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3c(cc2-c2cc(C(=O)N(c4ccccc4)c4ccc(O)cc4)c4n2CCCC4)OCO3)CC1,,,raw,,CHEMBL3956422,10.0,nM,=,8.0,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0,1,active
f3bf98fa,,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(Cl)cc2-c2cc(C(=O)N(c3ccc(O)cc3)c3ccc4c(ccn4C)c3)c3n2CCCC3)CC1=O,,,raw,,CHEMBL3909919,7.0,nM,=,8.15,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.1549,1,active
75f52d92,,COCCN(C)C[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(Cl)cc1-c1cc(C(=O)N(c2ccc(O)cc2)c2ccc3c(ccn3C)c2)c2n1CCCC2,,,raw,,CHEMBL3976786,9.0,nM,=,8.05,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0458,1,active
12d7cdcd,,O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2C[N+]2([O-])CCOCC2)OCO3)n2c1CCCC2)N(c1ccccc1)c1ccc(O)cc1,,,raw,,CHEMBL5930470,30.0,nM,=,7.52,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.5229,1,active
6c01048f,,CCN(CCOC)C[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(Cl)cc1-c1cc(C(=O)N(c2ccc(O)cc2)c2ccc3c(ccn3C)c2)c2n1CCCC2,,,raw,,CHEMBL3902613,29.0,nM,=,7.54,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.5376,1,active
91b328c8,,O=C(c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1CCCC2)N(c1ccc(O)cc1)c1ccc(F)cc1,,,raw,,CHEMBL3962639,15.0,nM,=,7.82,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.8239,1,active
f27ac92f,,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3n2CCCC3)c1,,,raw,,CHEMBL3914379,9.0,nM,=,8.05,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0458,1,active
f00a5be1,,O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n2c1CC(O)CC2)N(c1ccccc1)c1ccc(O)cc1,,,raw,,CHEMBL3953887,16.0,nM,=,7.8,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7959,1,active
c5b9d807,,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)cc3)c3ccc(C)c(F)c3)c3n2CCCC3)c1,,,raw,,CHEMBL3985932,9.0,nM,=,8.05,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0458,1,active
271e3688,,O=C(c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1CCCC2)N(c1ccc(O)cc1)c1ccccc1F,,,raw,,CHEMBL3948585,8.0,nM,=,8.1,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0969,1,active
261a08bc,,O=C(c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1CCCC2)N(c1ccc(O)cc1)c1cccc(F)c1,,,raw,,CHEMBL3977784,10.0,nM,=,8.0,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0,1,active
811b06e7,,O=C(c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1CCCC2)N(c1ccc(O)cc1)c1ccc(F)cc1F,,,raw,,CHEMBL3939826,15.0,nM,=,7.82,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.8239,1,active
667e4604,,O=C(c1cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCOCC2)n2c1CCCC2)N(c1ccc(O)cc1)c1ccc(F)c(F)c1,,,raw,,CHEMBL3966070,15.0,nM,=,7.82,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.8239,1,active
787a9514,,N#Cc1cccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2CCCC3)c2ccc(O)cc2)c1,,,raw,,CHEMBL3894316,9.0,nM,=,8.05,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.0458,1,active
3616f7c1,,O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n2ccncc12)N(c1ccc(O)cc1)c1cccc(F)c1,,,raw,,CHEMBL3965758,34.0,nM,=,7.47,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.4685,1,active
e48ea808,,O=C(c1cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCOCC2)OCO3)n2c1CCCC2)N(c1ccc(O)cc1)c1cccc(F)c1,,,raw,,CHEMBL3903292,16.0,nM,=,7.8,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7959,1,active
1d425a40,,CS(=O)(=O)N1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3c(cc2-c2cc(C(=O)N(c4ccccc4)c4ccc(O)cc4)c4n2CCCC4)OCO3)CC1,,,raw,,CHEMBL3977431,22.0,nM,=,7.66,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.6576,1,active
c5f07704,,COc1cccc(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4C[C@H]3CN3CCOCC3)n3c2CCCC3)c2ccc(O)cc2)c1,,,raw,,CHEMBL3929493,28.0,nM,=,7.55,CHEMBL5731902,"Fluorescence Polarisation Assay: The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8 M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or in the absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.5528,1,active
