molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description
CHEMBL3938600,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccccc3Cl)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,714.5,nM,=,6.15,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3959636,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(Br)cc3CC)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,2174.8,nM,=,5.66,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3890556,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cn(C)cn3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,639.96,nM,=,6.19,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3967288,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cc(Cl)ccc3F)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,957.15,nM,=,6.02,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3899521,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(C(=O)OC)o3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,584.68,nM,=,6.23,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3904990,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(-c4ccn(C)n4)cc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,855.19,nM,=,6.07,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3917653,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc4ccn(C)c34)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,1356.79,nM,=,5.87,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3942106,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])Cc3ccc(Cl)c(Cl)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,1653.19,nM,=,5.78,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3926618,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])N(C)C)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,2387.99,nM,=,5.62,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3890050,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3c(C)nn(C)c3C)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,651.76,nM,=,6.19,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3977288,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(NC(C)=O)c(Cl)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,427.08,nM,=,6.37,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3948036,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc(Cl)c3Cl)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,493.55,nM,=,6.31,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3985364,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccccc3F)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,454.15,nM,=,6.34,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3953351,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccccc3C(=O)OC)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,447.69,nM,=,6.35,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3893085,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])CCc3cccc4ccccc34)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,709.36,nM,=,6.15,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3962105,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(CNC(=O)c4ccc(Cl)cc4)s3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,2626.68,nM,=,5.58,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3902056,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(Oc4ccc(F)cc4)cc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,5412.52,nM,=,5.27,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3976266,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc4c(c3)OCCO4)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,631.49,nM,=,6.20,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3912231,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc(-c4ccn(C)n4)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,5299.7,nM,=,5.28,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3982160,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(-c4noc(C)n4)cc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,843.13,nM,=,6.07,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3948609,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc4nonc34)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,271.77,nM,=,6.57,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3932360,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3sc4ccc(F)cc4c3C)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,1076.21,nM,=,5.97,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3943276,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccc(Oc4ccc(C)cc4)cc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,16000.0,nM,>,,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3972844,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cc(F)c(Br)cc3F)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,268.82,nM,=,6.57,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3900742,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3scc(C(=O)OC)c3OC)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,632.21,nM,=,6.20,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3897154,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cccc(C#N)c3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,672.58,nM,=,6.17,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3957281,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3cc(N)ccc3C)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,660.5,nM,=,6.18,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL3985961,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3ccccc3N)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,270.38,nM,=,6.57,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
CHEMBL4111735,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])C[C@]34CC[C@H](CC3=O)C4(C)C)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,806.98,nM,=,6.09,CHEMBL5730027,"Surface plasmon resonance (SPR): Methods for Determining IC50s.The present method includes utility of a Surface plasmon resonance (SPR)- based biosensor (Biacore GE Healthcare, Uppsala, Sweden) to characterize BCL-2 inhibitors.Biacore utilizes the phenomenon of surface plasmon resonance (SPR) to detect and measure binding interactions. In a typical Biacore experiment, one of the interacting molecules (ligand) is immobilized on a flexible dextran matrix while the interacting partner (analyte) is allowed to flow across that surface. A binding interaction results in an increase in mass on the sensor surface and a corresponding direct change in the refractive index of the medium in the vicinity of the sensor surface. Changes in refractive index or signal are recorded in resonance units (R.U.) Signal changes due to association and dissociation of complexes are monitored in a non-invasive manner, continuously and in real-time, the results of which are reported in the form of a sensorgram."
